DrugID,DiseaseCount,AssociatedDiseases1,AssociatedDiseases2,AssociatedDiseases3,AssociatedDiseases4,AssociatedDiseases5,AssociatedDiseases6,AssociatedDiseases7,AssociatedDiseases8,AssociatedDiseases9,AssociatedDiseases10,AssociatedDiseases11,AssociatedDiseases12,AssociatedDiseases13,AssociatedDiseases14,AssociatedDiseases15,AssociatedDiseases16,AssociatedDiseases17,AssociatedDiseases18,AssociatedDiseases19,AssociatedDiseases20,AssociatedDiseases21,AssociatedDiseases22,DrugName,AssociatedDiseases1_Name,AssociatedDiseases2_Name,AssociatedDiseases3_Name,AssociatedDiseases4_Name,AssociatedDiseases5_Name,AssociatedDiseases6_Name,AssociatedDiseases7_Name,AssociatedDiseases8_Name,AssociatedDiseases9_Name,AssociatedDiseases10_Name,AssociatedDiseases11_Name,AssociatedDiseases12_Name,AssociatedDiseases13_Name,AssociatedDiseases14_Name,AssociatedDiseases15_Name,AssociatedDiseases16_Name,AssociatedDiseases17_Name,AssociatedDiseases18_Name,AssociatedDiseases19_Name,AssociatedDiseases20_Name,AssociatedDiseases21_Name,AssociatedDiseases22_Name
DB01202,10,D217200,D239350,D300491,D600131,D604827,D607628,D607631,D607681,D607682,D608105,,,,,,,,,,,,,DB01202,"CONVULSIVE DISORDER, FAMILIAL, WITH PRENATAL OR EARLY ONSET",D239350,"EPILEPSY, X-LINKED 1, WITH VARIABLE LEARNING DISABILITIES AND BEHAVIOR DISORDERS; EPILX1",D600131,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 7; EIG7",D607628,"EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1","FEBRILE SEIZURES, FAMILIAL, 8; FEB8",D607682,D608105,,,,,,,,,,,,
DB01203,6,D110100,D157700,D161900,D190300,D190310,D608622,,,,,,,,,,,,,,,,,DB01203,D110100,MITRAL VALVE PROLAPSE 1; MVP1,D161900,D190300,"TREMOR, NYSTAGMUS, AND DUODENAL ULCER",D608622,,,,,,,,,,,,,,,,
DB01204,8,D109543,D126200,D147530,D176807,D236000,D247640,D267730,D601626,,,,,,,,,,,,,,,DB01204,D109543,"MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO; MS",INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,PROSTATE CANCER,D236000,D247640,D267730,"LEUKEMIA, ACUTE MYELOID; AML",,,,,,,,,,,,,,
DB01210,5,D137750,D155100,D161900,D231200,D273800,,,,,,,,,,,,,,,,,,DB01210,"GLAUCOMA 1, OPEN ANGLE, A; GLC1A",MACROTHROMBOCYTOPENIA AND GRANULOCYTE INCLUSIONS WITH OR WITHOUT NEPHRITIS OR SENSORINEURAL HEARING LOSS; MATINS,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D231200,D273800,,,,,,,,,,,,,,,,,
DB01214,3,D137750,D137760,D601682,,,,,,,,,,,,,,,,,,,,DB01214,"GLAUCOMA 1, OPEN ANGLE, A; GLC1A",D137760,D601682,,,,,,,,,,,,,,,,,,,
DB01216,5,D104130,D109200,D147530,D200170,D600082,,,,,,,,,,,,,,,,,,DB01216,D104130,"ALOPECIA, ANDROGENETIC, 1; AGA1",D147530,ACANTHOSIS NIGRICANS WITH MUSCLE CRAMPS AND ACRAL ENLARGEMENT,"PROSTATIC HYPERPLASIA, BENIGN; BPH",,,,,,,,,,,,,,,,,
DB01217,2,D114480,D174800,,,,,,,,,,,,,,,,,,,,,DB01217,D114480,D174800,,,,,,,,,,,,,,,,,,,,
DB01219,10,D125310,D126200,D145600,D154276,D217150,D238800,D540000,D601042,D601367,D607225,,,,,,,,,,,,,DB01219,D125310,D126200,D145600,"MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 3",D217150,HYPERMETABOLISM DUE TO UNCOUPLED MITOCHONDRIAL OXIDATIVE PHOSPHORYLATION 1; HUMOP1,D540000,DYSTONIA 9; DYT9,"STROKE, ISCHEMIC","SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP",,,,,,,,,,,,
DB01221,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB01221,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,,,,,,,,,,,,,,,,,,,,,
DB01222,5,D191390,D208550,D210050,D266600,D600807,,,,,,,,,,,,,,,,,,DB01222,INFLAMMATORY BOWEL DISEASE 11; IBD11,"ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE",D210050,INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 1; IBD1,"ASTHMA, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,
DB01223,3,D208550,D210050,D600807,,,,,,,,,,,,,,,,,,,,DB01223,D208550,D210050,D600807,,,,,,,,,,,,,,,,,,,
DB01224,2,D164230,D181500,,,,,,,,,,,,,,,,,,,,,DB01224,OBSESSIVE-COMPULSIVE DISORDER; OCD,D181500,,,,,,,,,,,,,,,,,,,,
DB01225,4,D155100,D188050,D231200,D273800,,,,,,,,,,,,,,,,,,,DB01225,D155100,D188050,BERNARD-SOULIER SYNDROME; BSS,GLANZMANN THROMBASTHENIA 1; GT1,,,,,,,,,,,,,,,,,,
DB01228,1,D115000,,,,,,,,,,,,,,,,,,,,,,DB01228,D115000,,,,,,,,,,,,,,,,,,,,,
DB01229,3,D114480,D148000,D194070,,,,,,,,,,,,,,,,,,,,DB01229,BREAST CANCER,D148000,WILMS TUMOR 1; WT1,,,,,,,,,,,,,,,,,,,
DB01231,2,D145590,D156000,,,,,,,,,,,,,,,,,,,,,DB01231,D145590,D156000,,,,,,,,,,,,,,,,,,,,
DB01232,1,D109100,,,,,,,,,,,,,,,,,,,,,,DB01232,AUTOIMMUNE DISEASE,,,,,,,,,,,,,,,,,,,,,
DB01233,2,D109350,D157300,,,,,,,,,,,,,,,,,,,,,DB01233,D109350,D157300,,,,,,,,,,,,,,,,,,,,
DB01234,16,D125600,D133600,D145590,D152700,D153880,D166760,D181000,D188030,D208550,D215140,D223350,D233810,D254400,D276300,D600351,D601608,,,,,,,DB01234,D125600,D133600,"HYPERTHERMIA, CUTANEOUS, WITH HEADACHES AND NAUSEA",SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,D153880,"OTITIS MEDIA, SUSCEPTIBILITY TO; OMS","SARCOIDOSIS, SUSCEPTIBILITY TO, 1; SS1",D188030,D208550,D215140,D223350,"GROWTH RETARDATION, SMALL AND PUFFY HANDS AND FEET, AND ECZEMA",MYCOSIS FUNGOIDES,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,"ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY",SPASTIC PARAPLEGIA AND EVANS SYNDROME,,,,,,
DB01235,2,D102300,D168100,,,,,,,,,,,,,,,,,,,,,DB01235,D102300,D168100,,,,,,,,,,,,,,,,,,,,
DB01238,2,D164230,D181500,,,,,,,,,,,,,,,,,,,,,DB01238,D164230,SCHIZOPHRENIA; SCZD,,,,,,,,,,,,,,,,,,,,
DB01240,3,D161900,D178600,D188030,,,,,,,,,,,,,,,,,,,,DB01240,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1","PULMONARY HYPERTENSION, PRIMARY, 1; PPH1",IMMUNE THROMBOCYTOPENIA; ITP,,,,,,,,,,,,,,,,,,,
DB01241,3,D144010,D144650,D260480,,,,,,,,,,,,,,,,,,,,DB01241,D144010,"HYPERLIPOPROTEINEMIA, TYPE V","PANCREATITIS, SCLEROSING CHOLANGITIS, AND SICCA COMPLEX",,,,,,,,,,,,,,,,,,,
DB01242,2,D164230,D167870,,,,,,,,,,,,,,,,,,,,,DB01242,D164230,PANIC DISORDER 1; PAND1,,,,,,,,,,,,,,,,,,,,
DB01244,2,D161900,D608622,,,,,,,,,,,,,,,,,,,,,DB01244,D161900,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,,,,,
DB01248,6,D114480,D137215,D155600,D155601,D176807,D276300,,,,,,,,,,,,,,,,,DB01248,BREAST CANCER,D137215,D155600,D155601,D176807,D276300,,,,,,,,,,,,,,,,
DB01254,3,D223350,D247640,D276300,,,,,,,,,,,,,,,,,,,,DB01254,DOHLE BODIES AND LEUKEMIA,"LYMPHOBLASTIC LEUKEMIA, ACUTE, WITH LYMPHOMATOUS FEATURES; LALL",MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,,,,,,,,,,,,,,,,,,,
DB01255,2,D143465,D300494,,,,,,,,,,,,,,,,,,,,,DB01255,ATTENTION DEFICIT-HYPERACTIVITY DISORDER; ADHD,D300494,,,,,,,,,,,,,,,,,,,,
DB01258,3,D145500,D161900,D608622,,,,,,,,,,,,,,,,,,,,DB01258,D145500,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1","HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,,,,
DB01259,2,D114480,D276300,,,,,,,,,,,,,,,,,,,,,DB01259,D114480,D276300,,,,,,,,,,,,,,,,,,,,
DB01260,1,D233810,,,,,,,,,,,,,,,,,,,,,,DB01260,D233810,,,,,,,,,,,,,,,,,,,,,
DB01261,4,D125850,D125851,D125853,D600496,,,,,,,,,,,,,,,,,,,DB01261,D125850,D125851,TYPE 2 DIABETES MELLITUS; T2D,D600496,,,,,,,,,,,,,,,,,,
DB01262,2,D247200,D601004,,,,,,,,,,,,,,,,,,,,,DB01262,D247200,"PORTAL VEIN, CAVERNOUS TRANSFORMATION OF",,,,,,,,,,,,,,,,,,,,
DB01267,1,D181500,,,,,,,,,,,,,,,,,,,,,,DB01267,SCHIZOPHRENIA; SCZD,,,,,,,,,,,,,,,,,,,,,
DB01268,2,D144700,D605839,,,,,,,,,,,,,,,,,,,,,DB01268,"RENAL CELL CARCINOMA, NONPAPILLARY; RCC",D605839,,,,,,,,,,,,,,,,,,,,
DB01275,3,D145500,D161900,D608622,,,,,,,,,,,,,,,,,,,,DB01275,D145500,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1","HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,,,,
DB01291,2,D208550,D600807,,,,,,,,,,,,,,,,,,,,,DB01291,D208550,"ASTHMA, SUSCEPTIBILITY TO",,,,,,,,,,,,,,,,,,,,
DB01296,5,D140600,D165720,D208230,D607459,D607850,,,,,,,,,,,,,,,,,,DB01296,OSTEOARTHRITIS SUSCEPTIBILITY 2; OS2,D165720,PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPRD,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO",D607850,,,,,,,,,,,,,,,,,
DB01320,2,D217200,D239350,,,,,,,,,,,,,,,,,,,,,DB01320,D217200,"HYPERPHOSPHATEMIA, POLYURIA, AND SEIZURES",,,,,,,,,,,,,,,,,,,,
DB01327,1,D600803,,,,,,,,,,,,,,,,,,,,,,DB01327,D600803,,,,,,,,,,,,,,,,,,,,,
DB01351,2,D217200,D239350,,,,,,,,,,,,,,,,,,,,,DB01351,D217200,D239350,,,,,,,,,,,,,,,,,,,,
DB01356,1,D181500,,,,,,,,,,,,,,,,,,,,,,DB01356,SCHIZOPHRENIA; SCZD,,,,,,,,,,,,,,,,,,,,,
DB01359,2,D161900,D608622,,,,,,,,,,,,,,,,,,,,,DB01359,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1","HYPERTENSION, DIASTOLIC, RESISTANCE TO",,,,,,,,,,,,,,,,,,,,
DB01364,2,D208550,D600807,,,,,,,,,,,,,,,,,,,,,DB01364,"ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE",D600807,,,,,,,,,,,,,,,,,,,,
DB01367,2,D168100,D168600,,,,,,,,,,,,,,,,,,,,,DB01367,"PARALYSIS AGITANS, JUVENILE, OF HUNT","PARKINSON DISEASE, LATE-ONSET; PD",,,,,,,,,,,,,,,,,,,,
DB01378,2,D109350,D190310,,,,,,,,,,,,,,,,,,,,,DB01378,GASTROESOPHAGEAL REFLUX; GER,"TREMOR, NYSTAGMUS, AND DUODENAL ULCER",,,,,,,,,,,,,,,,,,,,
DB01394,1,D249100,,,,,,,,,,,,,,,,,,,,,,DB01394,FAMILIAL MEDITERRANEAN FEVER; FMF,,,,,,,,,,,,,,,,,,,,,
DB01395,2,D184700,D604416,,,,,,,,,,,,,,,,,,,,,DB01395,D184700,"PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE; PAPA",,,,,,,,,,,,,,,,,,,,
DB01399,2,D145590,D147530,,,,,,,,,,,,,,,,,,,,,DB01399,D145590,D147530,,,,,,,,,,,,,,,,,,,,
DB01400,2,D157950,D254200,,,,,,,,,,,,,,,,,,,,,DB01400,"PERMANENT MOLARS, SECONDARY RETENTION OF",D254200,,,,,,,,,,,,,,,,,,,,
DB01402,1,D600263,,,,,,,,,,,,,,,,,,,,,,DB01402,D600263,,,,,,,,,,,,,,,,,,,,,
DB01403,1,D147530,,,,,,,,,,,,,,,,,,,,,,DB01403,INSENSITIVITY TO PAIN WITH HYPERPLASTIC MYELINOPATHY,,,,,,,,,,,,,,,,,,,,,
DB01406,4,D131200,D215140,D600351,D601608,,,,,,,,,,,,,,,,,,,DB01406,"ENDOMETRIOSIS, SUSCEPTIBILITY TO, 1",GREENBERG DYSPLASIA; GRBGD,"ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY",D601608,,,,,,,,,,,,,,,,,,
DB01410,1,D208550,,,,,,,,,,,,,,,,,,,,,,DB01410,"ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE",,,,,,,,,,,,,,,,,,,,,
DB01427,1,D212110,,,,,,,,,,,,,,,,,,,,,,DB01427,D212110,,,,,,,,,,,,,,,,,,,,,
DB01551,1,D608088,,,,,,,,,,,,,,,,,,,,,,DB01551,D608088,,,,,,,,,,,,,,,,,,,,,
DB01576,2,D136200,D143465,,,,,,,,,,,,,,,,,,,,,DB01576,D136200,D143465,,,,,,,,,,,,,,,,,,,,
DB01577,4,D143465,D264120,D303110,D601665,,,,,,,,,,,,,,,,,,,DB01577,D143465,D264120,D303110,OBESITY,,,,,,,,,,,,,,,,,,
DB01579,3,D264120,D303110,D601665,,,,,,,,,,,,,,,,,,,,DB01579,PROLACTIN DEFICIENCY WITH OBESITY AND ENLARGED TESTES,CHROMOSOME Xq21 DELETION SYNDROME,OBESITY,,,,,,,,,,,,,,,,,,,
DB01590,2,D144700,D605839,,,,,,,,,,,,,,,,,,,,,DB01590,"RENAL CELL CARCINOMA, NONPAPILLARY; RCC",D605839,,,,,,,,,,,,,,,,,,,,
DB01623,1,D181500,,,,,,,,,,,,,,,,,,,,,,DB01623,D181500,,,,,,,,,,,,,,,,,,,,,
DB01677,1,D206200,,,,,,,,,,,,,,,,,,,,,,DB01677,IRON-REFRACTORY IRON DEFICIENCY ANEMIA; IRIDA,,,,,,,,,,,,,,,,,,,,,
DB02546,2,D254400,D276300,,,,,,,,,,,,,,,,,,,,,DB02546,D254400,MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1,,,,,,,,,,,,,,,,,,,,
DB03796,2,D115300,D277350,,,,,,,,,,,,,,,,,,,,,DB03796,"HYPERCAROTENEMIA AND VITAMIN A DEFICIENCY, AUTOSOMAL DOMINANT; HCVAD","HYPERCAROTENEMIA AND VITAMIN A DEFICIENCY, AUTOSOMAL RECESSIVE",,,,,,,,,,,,,,,,,,,,
DB03904,1,D173200,,,,,,,,,,,,,,,,,,,,,,DB03904,D173200,,,,,,,,,,,,,,,,,,,,,
DB04272,4,D179800,D179830,D310468,D604278,,,,,,,,,,,,,,,,,,,DB04272,"RENAL TUBULAR ACIDOSIS, DISTAL, 1; DRTA1",D179830,D310468,PROXIMAL RENAL TUBULAR ACIDOSIS-OCULAR ANOMALY SYNDROME; PRTAO,,,,,,,,,,,,,,,,,,
DB04844,1,D143100,,,,,,,,,,,,,,,,,,,,,,DB04844,HUNTINGTON DISEASE; HD,,,,,,,,,,,,,,,,,,,,,
DB04861,4,D110100,D157700,D161900,D608622,,,,,,,,,,,,,,,,,,,DB04861,"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS; BPES",MITRAL VALVE PROLAPSE 1; MVP1,"RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION; RFH1",D608622,,,,,,,,,,,,,,,,,,
DB05259,1,D126200,,,,,,,,,,,,,,,,,,,,,,DB05259,"MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO; MS",,,,,,,,,,,,,,,,,,,,,
DB06285,3,D102500,D166710,D606842,,,,,,,,,,,,,,,,,,,,DB06285,D102500,D166710,CARDIONEUROMYOPATHY WITH HYALINE MASSES AND NEMALINE RODS,,,,,,,,,,,,,,,,,,,
DB06287,2,D144700,D605839,,,,,,,,,,,,,,,,,,,,,DB06287,D144700,D605839,,,,,,,,,,,,,,,,,,,,
